"id","headline","summary","created","source"
"20211014510","Ray Fosse, MLB catcher bowled over by Pete Rose in All-Star Game and franchise icon for Oakland Athletics, dies","OAKLAND, Calif. -- Ray Fosse, the strong-armed MLB catcher whose career was upended when he was bowled over by Pete Rose during the 1970 All-Star Game, has died. He was 74.","2021-10-14","ESPN"
"20211013501","Tampa Bay Rays David Hess diagnosed with cancerous tumor in chest, to start chemotherapy","ST. PETERSBURG, Fla. -- Tampa Bay Rays minor league pitcher David Hess says he is starting chemotherapy to treat a cancerous tumor in his chest.","2021-10-13","ESPN"
"20211013502","As a Black broadcaster, how would I respond to a racially insensitive remark on air?","The news cycle has moved on, and the three teams advancing to the championship series and an impending Game 5 between the Dodgers and Giants should be the most important stories in Major League Baseball s postseason. But over the past several days, I have found myself balancing my passion and my profession, sorting out the emotions of a moment that alienated a swath of baseball s audience -- including me.","2021-10-13","ESPN"
"20211013503","Philadelphia Phillies hire Kevin Long as new hitting coach, reuniting him with star slugger Bryce Harper","PHILADELPHIA -- The Philadelphia Phillies hired Kevin Long as their hitting coach on Wednesday, reuniting him with both manager Joe Girardi and star slugger Bryce Harper.","2021-10-13","ESPN"
"20211013504","Walker Buehler delivers on short rest, helps Los Angeles Dodgers force Game 5 in NLDS against San Francisco Giants","LOS ANGELES -- Walker Buehler could feel where the momentum was going. A loss with Max Scherzer on the mound in Game 3 would mean the Dodgers would face elimination in Game 4 of the National League Division Series without an ideal option to start for them. Buehler needed to take the ball and pitch on short rest for the first time in his career.","2021-10-13","ESPN"
"20211013505","The State of Baseball: MLB s biggest challenges for 2021 and far beyond","The state of baseball has never been more in flux.","2021-10-13","ESPN"
"20211013506","Freddie Freeman lifts Atlanta Braves over Milwaukee Brewers, into second straight NLCS","The Atlanta Braves are headed back to the National League Championship Series for the second straight season, and they go there in dramatic fashion.","2021-10-13","ESPN"
"20211013507","Mookie Betts, Los Angeles Dodgers blow out San Francisco Giants to even NLDS","San Francisco Giants, Los Angeles Dodgers and sudden death -- it s only right.","2021-10-13","ESPN"
"20211013508","MLB playoffs 2021: Best moments and plays from Tuesday s postseason games","The race to the World Series heated up with three potential clinchers highlighting the 2021 MLB Playoffs on Tuesday.","2021-10-13","ESPN"
"20211012508","Houston Astros finish off Chicago White Sox to reach 5th straight ALCS as Tony La Russa fumes over intentional Jose Abreu plunking","The Houston Astros advanced to their fifth consecutive American League Championship Series on Tuesday by beating the Chicago White Sox 10-1 in Game 4 of their best-of-five division series matchup.","2021-10-12","ESPN"
"20211012509","Los Angeles Dodgers Walker Buehler starts Game 4 of NLDS on short rest","LOS ANGELES -- Walker Buehler got the ball with the Los Angeles Dodgers season on the line Tuesday, starting Game 4 of the National League Division Series at Dodger Stadium and pitching on short rest for the first time in his career.","2021-10-12","ESPN"
"20211012510","Atlanta Braves Jorge Soler tests positive for COVID-19 prior to NLDS Game 4 vs. Milwaukee Brewers","Atlanta Braves right fielder Jorge Soler tested positive for COVID-19 prior to Tuesday s Game 4 of the National League Division Series against the Milwaukee Brewers, MLB announced.","2021-10-12","ESPN"
"20211012511","Houston Astros Jake Meyers leaves Game 4 with left shoulder injury","CHICAGO -- Houston Astros center fielder Jake Meyers left Game 4 of the American League Division Series with a left shoulder injury after attempting to make a leaping catch against the outfield wall in the second inning Tuesday.","2021-10-12","ESPN"
"20211012512","Former New York Yankee Joe Pepitone drops lawsuit against Baseball Hall of Fame over Mickey Mantle s 500th home run bat","ALBANY, N.Y. -- - Former New York Yankees star Joe Pepitone has dropped his lawsuit against the Baseball Hall of Fame that sought the return of a Louisville Slugger bat that Mickey Mantle used to hit his 500th career home run.","2021-10-12","ESPN"
"20211024504","Atlanta Braves back in World Series for first time since 1999 after upsetting Dodgers in NLCS","ATLANTA -- For the first time since 1999, the Braves are going back to the World Series.","2021-10-24","ESPN"
"20211024505","Sportsbooks install Houston Astros as World Series favorites over Atlanta Braves","Sportsbooks have installed the Houston Astros as World Series favorites over the Atlanta Braves.","2021-10-24","ESPN"
"20211024506","2021 MLB playoffs: NLCS MVP Eddie Rosario helps send Braves to first World Series since 1999","ATLANTA -- The city of Guayama, a small, modest town along the southeastern coast of Puerto Rico, basically shut down on Saturday night. Game 6 of the National League Championship Series was underway, and one of its native sons, Eddie Rosario, was starring in it.","2021-10-24","ESPN"
"20211024507","2021 MLB playoffs: How the Atlanta Braves stunned baseball to reach the World Series","For the first time in the 21st century, the Atlanta Braves are in the World Series, having claimed their first National League pennant since 1999.","2021-10-24","ESPN"
"20211023506","Luis Garcia, Yordan Alvarez send Houston Astros to third World Series in five years","HOUSTON -- The Astros are headed to the World Series for the third time in five years after yet another pitching gem, beating the Red Sox 5-0 in Game 6 of the American League Championship Series on Friday night.","2021-10-23","ESPN"
"20211022506","Willie Mays first NFT to feature diploma, benefit Say Hey Foundation","Seventy years after making his major league debut, Willie Mays is still one of the greatest baseball players of all time: the most spectacular combination of power, speed and defense the game has ever seen.","2021-10-22","ESPN"
"20211021511","New York Yankees first-base coach Reggie Willits becomes fourth not to return to Aaron Boone s staff","NEW YORK -- Yankees manager Aaron Boone lost a fourth member of his staff when New York announced Thursday that first-base coach and outfield instructor Reggie Willits will leave at the end of the year to become a volunteer assistant for Oklahoma s college baseball program.","2021-10-21","ESPN"
"20211020511","New York Mets Carlos Carrasco undergoes surgery to remove bone fragment in elbow","NEW YORK -- Mets right-hander Carlos Carrasco has had surgery to remove a bone fragment from his pitching elbow and is projected to resume baseball activities this winter.","2021-10-20","ESPN"
"20211023507","MLB playoffs 2021 - Love them or hate them, the Houston Astros are really this good","HOUSTON -- Here s the thing: The Houston Astros really are just that damn good. They were that damn good in 2017 when they were cheating, and they are still that damn good in 2021 when, it s reasonable to assume, they are not. And no matter who they face in the World Series, which they re heading to for the third time in five years after dispatching the Boston Red Sox in impressive fashion Friday night, they play a brand of baseball worth savoring.","2021-10-23","ESPN"
"20211023508","MLB playoffs 2021: Houston Astros timeline from sign-stealing scandal to another World Series","As the 2021 MLB playoffs continue, one half of the World Series is set: The Houston Astros beat the Boston Red Sox 5-0 Friday night to win the American League Championship Series and advance to their third Fall Classic in five years.","2021-10-23","ESPN"
"20211024508","Sportsbooks install Houston Astros as World Series favorites over Atlanta Braves","Sportsbooks have installed the Houston Astros as World Series favorites over the Atlanta Braves.","2021-10-24","ESPN"
